city,month,avg_high_tem,avg_low_tem,extreme_high_tem,extreme_low_tem,avg_air_quality,best_air,best_air_date,worst_air,worst_air_date
鄂尔多斯,2012-11,1.0,-6.0,13.0,-14.0,0.0,0.0,2012-11-01,0.0,2012-11-01
鄂尔多斯,2012-10,13.0,3.0,20.0,-4.0,0.0,0.0,2012-10-01,0.0,2012-10-01
鄂尔多斯,2012-09,17.0,9.0,23.0,1.0,0.0,0.0,2012-09-01,0.0,2012-09-01
鄂尔多斯,2012-08,25.0,15.0,28.0,10.0,0.0,0.0,2012-08-01,0.0,2012-08-01
鄂尔多斯,2012-07,27.0,17.0,31.0,16.0,0.0,0.0,2012-07-01,0.0,2012-07-01
鄂尔多斯,2012-06,25.0,14.0,30.0,9.0,0.0,0.0,2012-06-01,0.0,2012-06-01
鄂尔多斯,2012-05,22.0,11.0,28.0,3.0,0.0,0.0,2012-05-01,0.0,2012-05-01
鄂尔多斯,2012-04,16.0,6.0,24.0,2.0,0.0,0.0,2012-04-01,0.0,2012-04-01
鄂尔多斯,2012-03,5.0,-3.0,16.0,-12.0,0.0,0.0,2012-03-01,0.0,2012-03-01
鄂尔多斯,2012-02,-2.0,-11.0,8.0,-20.0,0.0,0.0,2012-02-01,0.0,2012-02-01
鄂尔多斯,2012-01,-5.0,-13.0,0.0,-22.0,0.0,0.0,2012-01-01,0.0,2012-01-01
鄂尔多斯,2011-12,-3.0,-10.0,1.0,-16.0,0.0,0.0,2011-12-01,0.0,2011-12-01
鄂尔多斯,2011-11,5.0,-1.0,11.0,-8.0,0.0,0.0,2011-11-01,0.0,2011-11-01
鄂尔多斯,2011-10,13.0,4.0,21.0,-2.0,0.0,0.0,2011-10-01,0.0,2011-10-01
鄂尔多斯,2011-09,18.0,9.0,25.0,2.0,0.0,0.0,2011-09-01,0.0,2011-09-01
鄂尔多斯,2011-08,27.0,16.0,33.0,11.0,0.0,0.0,2011-08-01,0.0,2011-08-01
鄂尔多斯,2011-07,27.0,17.0,31.0,13.0,0.0,0.0,2011-07-01,0.0,2011-07-01
鄂尔多斯,2011-06,26.0,17.0,30.0,13.0,0.0,0.0,2011-06-01,0.0,2011-06-01
鄂尔多斯,2011-05,19.0,9.0,25.0,2.0,0.0,0.0,2011-05-01,0.0,2011-05-01
鄂尔多斯,2011-04,13.0,3.0,22.0,-5.0,0.0,0.0,2011-04-01,0.0,2011-04-01
鄂尔多斯,2011-03,3.0,-5.0,16.0,-11.0,0.0,0.0,2011-03-01,0.0,2011-03-01
鄂尔多斯,2011-02,1.0,-7.0,8.0,-13.0,0.0,0.0,2011-02-01,0.0,2011-02-01
鄂尔多斯,2011-01,-10.0,-18.0,-2.0,-23.0,0.0,0.0,2011-01-01,0.0,2011-01-01
鄂州,2022-04,23.0,14.0,33.0,7.0,61.0,13.0,2022-04-27,109.0,2022-04-07
鄂州,2022-03,18.0,10.0,29.0,4.0,60.0,8.0,2022-03-21,113.0,2022-03-04
鄂州,2022-02,8.0,2.0,20.0,0.0,75.0,19.0,2022-02-17,132.0,2022-02-15
鄂州,2022-01,8.0,2.0,15.0,-2.0,111.0,23.0,2022-01-06,200.0,2022-01-18
鄂州,2021-12,12.0,4.0,19.0,0.0,99.0,42.0,2021-12-24,156.0,2021-12-09
鄂州,2021-11,17.0,8.0,23.0,1.0,86.0,43.0,2021-11-07,130.0,2021-11-17
鄂州,2021-10,22.0,15.0,36.0,10.0,70.0,11.0,2021-10-10,129.0,2021-10-29
鄂州,2021-09,31.0,22.0,37.0,19.0,47.0,18.0,2021-09-29,77.0,2021-09-22
鄂州,2021-08,31.0,24.0,38.0,21.0,44.0,13.0,2021-08-10,75.0,2021-08-01
鄂州,2021-07,32.0,25.0,37.0,23.0,48.0,12.0,2021-07-01,84.0,2021-07-16
鄂州,2021-06,31.0,23.0,35.0,18.0,44.0,17.0,2021-06-18,72.0,2021-06-07
鄂州,2021-05,25.0,19.0,33.0,15.0,47.0,13.0,2021-05-16,82.0,2021-05-19
鄂州,2021-04,19.0,13.0,31.0,10.0,59.0,19.0,2021-04-23,100.0,2021-04-15
鄂州,2021-03,15.0,10.0,25.0,2.0,70.0,23.0,2021-03-01,117.0,2021-03-21
鄂州,2021-02,15.0,7.0,27.0,3.0,95.0,22.0,2021-02-25,168.0,2021-02-11
鄂州,2021-01,9.0,2.0,20.0,-4.0,127.0,55.0,2021-01-07,200.0,2021-01-25
鄂州,2020-12,8.0,2.0,17.0,-4.0,135.0,37.0,2020-12-30,234.0,2020-12-26
鄂州,2020-11,17.0,9.0,27.0,3.0,72.0,18.0,2020-11-21,127.0,2020-11-27
鄂州,2020-10,20.0,14.0,28.0,10.0,70.0,19.0,2020-10-15,121.0,2020-10-29
鄂州,2020-09,26.0,20.0,35.0,16.0,67.0,22.0,2020-09-16,112.0,2020-09-09
鄂州,2020-08,34.0,26.0,38.0,23.0,50.0,19.0,2020-08-20,82.0,2020-08-30
鄂州,2020-07,29.0,24.0,36.0,22.0,36.0,14.0,2020-07-26,59.0,2020-07-09
鄂州,2020-06,29.0,24.0,35.0,21.0,35.0,14.0,2020-06-21,57.0,2020-06-03
鄂州,2020-05,28.0,19.0,36.0,15.0,92.0,31.0,2020-05-08,154.0,2020-05-20
鄂州,2020-04,22.0,12.0,32.0,7.0,70.0,30.0,2020-04-01,111.0,2020-04-04
鄂州,2020-03,18.0,10.0,26.0,5.0,54.0,17.0,2020-03-31,91.0,2020-03-22
鄂州,2020-02,14.0,5.0,26.0,-1.0,70.0,20.0,2020-02-13,121.0,2020-02-25
鄂州,2020-01,8.0,3.0,14.0,1.0,84.0,24.0,2020-01-25,145.0,2020-01-19
鄂州,2019-12,12.0,5.0,19.0,1.0,120.0,32.0,2019-12-25,209.0,2019-12-14
鄂州,2019-11,18.0,10.0,26.0,4.0,73.0,16.0,2019-11-25,130.0,2019-11-01
鄂州,2019-10,24.0,16.0,37.0,12.0,70.0,22.0,2019-10-05,119.0,2019-10-31
鄂州,2019-09,31.0,21.0,39.0,18.0,64.0,35.0,2019-09-04,93.0,2019-09-05
鄂州,2019-08,36.0,26.0,39.0,22.0,50.0,19.0,2019-08-10,81.0,2019-08-22
鄂州,2019-07,33.0,25.0,38.0,21.0,38.0,13.0,2019-07-23,63.0,2019-07-05
鄂州,2019-06,30.0,23.0,34.0,21.0,50.0,14.0,2019-06-21,86.0,2019-06-02
鄂州,2019-05,26.0,18.0,32.0,14.0,83.0,22.0,2019-05-25,144.0,2019-05-21
鄂州,2019-04,23.0,14.0,33.0,9.0,61.0,30.0,2019-04-02,92.0,2019-04-19
鄂州,2019-03,17.0,9.0,24.0,4.0,67.0,21.0,2019-03-01,114.0,2019-03-09
鄂州,2019-02,7.0,2.0,16.0,-1.0,119.0,23.0,2019-02-09,216.0,2019-02-04
鄂州,2019-01,8.0,2.0,16.0,-1.0,126.0,24.0,2019-01-30,229.0,2019-01-05
鄂州,2018-12,9.0,3.0,19.0,-4.0,99.0,14.0,2018-12-05,184.0,2018-12-12
鄂州,2018-11,17.0,9.0,25.0,6.0,83.0,9.0,2018-11-06,157.0,2018-11-21
鄂州,2018-10,23.0,14.0,29.0,11.0,80.0,40.0,2018-10-14,120.0,2018-10-23
鄂州,2018-09,30.0,21.0,36.0,16.0,60.0,43.0,2018-09-01,78.0,2018-09-05
鄂州,2018-08,33.0,26.0,38.0,23.0,72.0,19.0,2018-08-20,126.0,2018-08-11
鄂州,2018-07,34.0,26.0,38.0,24.0,41.0,20.0,2018-07-07,63.0,2018-07-24
鄂州,2018-06,30.0,23.0,35.0,17.0,53.0,25.0,2018-06-26,82.0,2018-06-03
鄂州,2018-05,27.0,20.0,35.0,16.0,64.0,22.0,2018-05-20,106.0,2018-05-02
鄂州,2018-04,24.0,14.0,31.0,6.0,70.0,35.0,2018-04-13,106.0,2018-04-11
鄂州,2018-03,18.0,9.0,27.0,3.0,85.0,40.0,2018-03-06,131.0,2018-03-02
鄂州,2018-02,11.0,2.0,19.0,-4.0,113.0,35.0,2018-02-03,192.0,2018-02-10
鄂州,2018-01,6.0,0.0,13.0,-5.0,119.0,36.0,2018-01-25,202.0,2018-01-20
鄂州,2017-12,11.0,3.0,16.0,-2.0,111.0,44.0,2017-12-10,179.0,2017-12-31
鄂州,2017-11,17.0,9.0,24.0,6.0,71.0,0.0,2017-11-01,143.0,2017-11-07
鄂州,2017-10,20.0,13.0,32.0,0.0,0.0,0.0,2017-10-01,0.0,2017-10-01
鄂州,2017-09,27.0,21.0,33.0,19.0,0.0,0.0,2017-09-01,0.0,2017-09-01
鄂州,2017-08,32.0,25.0,37.0,21.0,0.0,0.0,2017-08-01,0.0,2017-08-01
鄂州,2017-07,35.0,27.0,40.0,23.0,0.0,0.0,2017-07-01,0.0,2017-07-01
鄂州,2017-06,28.0,21.0,33.0,13.0,0.0,0.0,2017-06-01,0.0,2017-06-01
鄂州,2017-05,28.0,19.0,34.0,16.0,0.0,0.0,2017-05-01,0.0,2017-05-01
鄂州,2017-04,23.0,14.0,29.0,9.0,0.0,0.0,2017-04-01,0.0,2017-04-01
鄂州,2017-03,15.0,8.0,24.0,3.0,0.0,0.0,2017-03-01,0.0,2017-03-01
鄂州,2017-02,12.0,4.0,22.0,-1.0,0.0,0.0,2017-02-01,0.0,2017-02-01
鄂州,2017-01,10.0,3.0,16.0,-1.0,0.0,0.0,2017-01-01,0.0,2017-01-01
鄂州,2016-12,12.0,4.0,18.0,1.0,0.0,0.0,2016-12-01,0.0,2016-12-01
鄂州,2016-11,15.0,8.0,24.0,-2.0,0.0,0.0,2016-11-01,0.0,2016-11-01
鄂州,2016-10,21.0,16.0,30.0,8.0,0.0,0.0,2016-10-01,0.0,2016-10-01
鄂州,2016-09,30.0,21.0,34.0,15.0,0.0,0.0,2016-09-01,0.0,2016-09-01
鄂州,2016-08,33.0,26.0,38.0,20.0,0.0,0.0,2016-08-01,0.0,2016-08-01
鄂州,2016-07,32.0,26.0,39.0,23.0,0.0,0.0,2016-07-01,0.0,2016-07-01
鄂州,2016-06,29.0,22.0,36.0,18.0,0.0,0.0,2016-06-01,0.0,2016-06-01
鄂州,2016-05,25.0,18.0,32.0,14.0,0.0,0.0,2016-05-01,0.0,2016-05-01
鄂州,2016-04,22.0,15.0,28.0,12.0,0.0,0.0,2016-04-01,0.0,2016-04-01
鄂州,2016-03,17.0,9.0,23.0,4.0,0.0,0.0,2016-03-01,0.0,2016-03-01
鄂州,2016-02,13.0,4.0,22.0,-1.0,0.0,0.0,2016-02-01,0.0,2016-02-01
鄂州,2016-01,7.0,2.0,16.0,-6.0,0.0,0.0,2016-01-01,0.0,2016-01-01
鄂州,2015-12,11.0,5.0,15.0,-1.0,0.0,0.0,2015-12-01,0.0,2015-12-01
鄂州,2015-11,15.0,11.0,27.0,2.0,0.0,0.0,2015-11-01,0.0,2015-11-01
鄂州,2015-10,24.0,16.0,28.0,11.0,0.0,0.0,2015-10-01,0.0,2015-10-01
鄂州,2015-09,28.0,21.0,33.0,18.0,0.0,0.0,2015-09-01,0.0,2015-09-01
鄂州,2015-08,32.0,24.0,38.0,22.0,0.0,0.0,2015-08-01,0.0,2015-08-01
鄂州,2015-07,31.0,24.0,37.0,19.0,0.0,0.0,2015-07-01,0.0,2015-07-01
鄂州,2015-06,29.0,23.0,35.0,19.0,0.0,0.0,2015-06-01,0.0,2015-06-01
鄂州,2015-05,27.0,20.0,31.0,17.0,0.0,0.0,2015-05-01,0.0,2015-05-01
鄂州,2015-04,21.0,13.0,32.0,5.0,0.0,0.0,2015-04-01,0.0,2015-04-01
鄂州,2015-03,16.0,8.0,28.0,1.0,0.0,0.0,2015-03-01,0.0,2015-03-01
鄂州,2015-02,12.0,4.0,20.0,0.0,0.0,0.0,2015-02-01,0.0,2015-02-01
鄂州,2015-01,11.0,3.0,16.0,-1.0,0.0,0.0,2015-01-01,0.0,2015-01-01
鄂州,2014-12,11.0,2.0,16.0,0.0,0.0,0.0,2014-12-01,0.0,2014-12-01
鄂州,2014-11,16.0,9.0,21.0,7.0,0.0,0.0,2014-11-01,0.0,2014-11-01
鄂州,2014-10,25.0,16.0,30.0,12.0,0.0,0.0,2014-10-01,0.0,2014-10-01
鄂州,2014-09,28.0,21.0,33.0,18.0,0.0,0.0,2014-09-01,0.0,2014-09-01
鄂州,2014-08,30.0,23.0,36.0,21.0,0.0,0.0,2014-08-01,0.0,2014-08-01
鄂州,2014-07,32.0,25.0,37.0,21.0,0.0,0.0,2014-07-01,0.0,2014-07-01
鄂州,2014-06,29.0,22.0,34.0,21.0,0.0,0.0,2014-06-01,0.0,2014-06-01
鄂州,2014-05,26.0,19.0,33.0,14.0,0.0,0.0,2014-05-01,0.0,2014-05-01
鄂州,2014-04,22.0,14.0,28.0,12.0,0.0,0.0,2014-04-01,0.0,2014-04-01
鄂州,2014-03,17.0,9.0,27.0,4.0,0.0,0.0,2014-03-01,0.0,2014-03-01
鄂州,2014-02,9.0,3.0,21.0,-3.0,0.0,0.0,2014-02-01,0.0,2014-02-01
鄂州,2014-01,12.0,3.0,22.0,0.0,0.0,0.0,2014-01-01,0.0,2014-01-01
鄂州,2013-12,12.0,3.0,19.0,-2.0,0.0,0.0,2013-12-01,0.0,2013-12-01
鄂州,2013-11,18.0,9.0,26.0,2.0,0.0,0.0,2013-11-01,0.0,2013-11-01
鄂州,2013-10,25.0,16.0,32.0,11.0,0.0,0.0,2013-10-01,0.0,2013-10-01
鄂州,2013-09,28.0,21.0,35.0,15.0,0.0,0.0,2013-09-01,0.0,2013-09-01
鄂州,2013-08,36.0,28.0,40.0,23.0,0.0,0.0,2013-08-01,0.0,2013-08-01
鄂州,2013-07,35.0,27.0,38.0,25.0,0.0,0.0,2013-07-01,0.0,2013-07-01
鄂州,2013-06,30.0,23.0,37.0,18.0,0.0,0.0,2013-06-01,0.0,2013-06-01
鄂州,2013-05,27.0,19.0,34.0,13.0,0.0,0.0,2013-05-01,0.0,2013-05-01
鄂州,2013-04,22.0,13.0,30.0,8.0,0.0,0.0,2013-04-01,0.0,2013-04-01
鄂州,2013-03,18.0,9.0,29.0,3.0,0.0,0.0,2013-03-01,0.0,2013-03-01
鄂州,2013-02,10.0,4.0,18.0,-3.0,0.0,0.0,2013-02-01,0.0,2013-02-01
鄂州,2013-01,9.0,1.0,16.0,-3.0,0.0,0.0,2013-01-01,0.0,2013-01-01
鄂州,2012-12,8.0,2.0,14.0,-3.0,0.0,0.0,2012-12-01,0.0,2012-12-01
鄂州,2012-11,15.0,8.0,21.0,5.0,0.0,0.0,2012-11-01,0.0,2012-11-01
鄂州,2012-10,23.0,15.0,27.0,10.0,0.0,0.0,2012-10-01,0.0,2012-10-01
鄂州,2012-09,27.0,20.0,33.0,15.0,0.0,0.0,2012-09-01,0.0,2012-09-01
鄂州,2012-08,32.0,25.0,37.0,21.0,0.0,0.0,2012-08-01,0.0,2012-08-01
鄂州,2012-07,34.0,27.0,37.0,23.0,0.0,0.0,2012-07-01,0.0,2012-07-01
鄂州,2012-06,31.0,23.0,35.0,19.0,0.0,0.0,2012-06-01,0.0,2012-06-01
鄂州,2012-05,27.0,19.0,31.0,16.0,0.0,0.0,2012-05-01,0.0,2012-05-01
鄂州,2012-04,23.0,15.0,30.0,12.0,0.0,0.0,2012-04-01,0.0,2012-04-01
鄂州,2012-03,13.0,6.0,26.0,3.0,0.0,0.0,2012-03-01,0.0,2012-03-01
鄂州,2012-02,7.0,2.0,11.0,-1.0,0.0,0.0,2012-02-01,0.0,2012-02-01
鄂州,2012-01,6.0,1.0,10.0,-2.0,0.0,0.0,2012-01-01,0.0,2012-01-01
鄂州,2011-12,9.0,2.0,13.0,-1.0,0.0,0.0,2011-12-01,0.0,2011-12-01
鄂州,2011-11,20.0,11.0,25.0,4.0,0.0,0.0,2011-11-01,0.0,2011-11-01
鄂州,2011-10,23.0,15.0,29.0,10.0,0.0,0.0,2011-10-01,0.0,2011-10-01
鄂州,2011-09,27.0,20.0,35.0,13.0,0.0,0.0,2011-09-01,0.0,2011-09-01
鄂州,2011-08,31.0,25.0,37.0,20.0,0.0,0.0,2011-08-01,0.0,2011-08-01
鄂州,2011-07,33.0,26.0,38.0,23.0,0.0,0.0,2011-07-01,0.0,2011-07-01
鄂州,2011-06,29.0,22.0,35.0,19.0,0.0,0.0,2011-06-01,0.0,2011-06-01
鄂州,2011-05,28.0,19.0,37.0,13.0,0.0,0.0,2011-05-01,0.0,2011-05-01
鄂州,2011-04,23.0,14.0,34.0,7.0,0.0,0.0,2011-04-01,0.0,2011-04-01
鄂州,2011-03,15.0,6.0,24.0,3.0,0.0,0.0,2011-03-01,0.0,2011-03-01
鄂州,2011-02,12.0,4.0,22.0,-2.0,0.0,0.0,2011-02-01,0.0,2011-02-01
鄂州,2011-01,4.0,0.0,8.0,-2.0,0.0,0.0,2011-01-01,0.0,2011-01-01
恩施,2022-04,22.0,12.0,31.0,7.0,39.0,14.0,2022-04-30,65.0,2022-04-04
恩施,2022-03,18.0,9.0,29.0,1.0,46.0,12.0,2022-03-20,81.0,2022-03-11
恩施,2022-02,8.0,3.0,17.0,0.0,62.0,21.0,2022-02-08,103.0,2022-02-28
恩施,2022-01,8.0,4.0,14.0,0.0,84.0,25.0,2022-01-08,144.0,2022-01-02
恩施,2021-12,10.0,5.0,18.0,-1.0,105.0,37.0,2021-12-11,174.0,2021-12-08
恩施,2021-11,15.0,7.0,21.0,3.0,84.0,8.0,2021-11-07,160.0,2021-11-15
恩施,2021-10,21.0,14.0,34.0,9.0,50.0,12.0,2021-10-19,88.0,2021-10-28
恩施,2021-09,30.0,20.0,35.0,16.0,34.0,7.0,2021-09-19,62.0,2021-09-23
恩施,2021-08,29.0,22.0,39.0,18.0,30.0,10.0,2021-08-15,51.0,2021-08-06
恩施,2021-07,30.0,22.0,37.0,21.0,31.0,8.0,2021-07-12,55.0,2021-07-30
恩施,2021-06,29.0,20.0,35.0,15.0,34.0,6.0,2021-06-18,62.0,2021-06-09
恩施,2021-05,23.0,16.0,34.0,13.0,28.0,7.0,2021-05-18,50.0,2021-05-02
恩施,2021-04,18.0,12.0,32.0,9.0,255.0,11.0,2021-04-24,500.0,2021-04-15
恩施,2021-03,16.0,9.0,25.0,4.0,56.0,11.0,2021-03-10,102.0,2021-03-04
恩施,2021-02,14.0,6.0,26.0,3.0,85.0,19.0,2021-02-25,152.0,2021-02-18
恩施,2021-01,8.0,2.0,15.0,-1.0,135.0,55.0,2021-01-25,216.0,2021-01-15
恩施,2020-12,7.0,3.0,12.0,-1.0,137.0,33.0,2020-12-29,242.0,2020-12-25
恩施,2020-11,15.0,9.0,23.0,4.0,95.0,20.0,2020-11-22,171.0,2020-11-15
恩施,2020-10,17.0,12.0,22.0,3.0,60.0,15.0,2020-10-03,105.0,2020-10-25
恩施,2020-09,24.0,18.0,34.0,10.0,44.0,16.0,2020-09-22,72.0,2020-09-01
恩施,2020-08,32.0,24.0,37.0,17.0,41.0,12.0,2020-08-21,71.0,2020-08-27
恩施,2020-07,29.0,23.0,35.0,19.0,32.0,13.0,2020-07-26,51.0,2020-07-27
恩施,2020-06,29.0,22.0,36.0,18.0,52.0,12.0,2020-06-12,92.0,2020-06-17
恩施,2020-05,27.0,18.0,35.0,14.0,80.0,26.0,2020-05-08,135.0,2020-05-22
恩施,2020-04,21.0,11.0,32.0,8.0,54.0,26.0,2020-04-11,82.0,2020-04-03
恩施,2020-03,17.0,9.0,26.0,6.0,86.0,21.0,2020-03-27,151.0,2020-03-16
恩施,2020-02,12.0,7.0,18.0,2.0,74.0,20.0,2020-02-15,129.0,2020-02-14
恩施,2020-01,8.0,4.0,13.0,3.0,77.0,26.0,2020-01-06,129.0,2020-01-12
恩施,2019-12,11.0,6.0,16.0,3.0,150.0,44.0,2019-12-02,257.0,2019-12-16
恩施,2019-11,15.0,9.0,23.0,5.0,65.0,19.0,2019-11-26,112.0,2019-11-01
恩施,2019-10,22.0,15.0,31.0,12.0,65.0,19.0,2019-10-25,112.0,2019-10-03
恩施,2019-09,28.0,20.0,35.0,11.0,79.0,34.0,2019-09-18,124.0,2019-09-24
恩施,2019-08,33.0,24.0,38.0,19.0,57.0,32.0,2019-08-03,83.0,2019-08-21
恩施,2019-07,31.0,23.0,37.0,21.0,42.0,19.0,2019-07-25,66.0,2019-07-06
恩施,2019-06,28.0,21.0,35.0,16.0,52.0,18.0,2019-06-21,86.0,2019-06-03
恩施,2019-05,24.0,16.0,32.0,12.0,57.0,31.0,2019-05-16,84.0,2019-05-23
恩施,2019-04,24.0,14.0,32.0,10.0,78.0,18.0,2019-04-29,138.0,2019-04-08
恩施,2019-03,17.0,8.0,26.0,4.0,76.0,27.0,2019-03-05,125.0,2019-03-12
恩施,2019-02,8.0,4.0,16.0,1.0,73.0,32.0,2019-02-10,115.0,2019-02-07
恩施,2019-01,8.0,3.0,14.0,-2.0,133.0,43.0,2019-01-31,223.0,2019-01-25
恩施,2018-12,8.0,4.0,15.0,-1.0,128.0,31.0,2018-12-03,226.0,2018-12-19
恩施,2018-11,15.0,9.0,26.0,6.0,77.0,25.0,2018-11-06,129.0,2018-11-29
恩施,2018-10,21.0,13.0,27.0,9.0,67.0,31.0,2018-10-13,104.0,2018-10-30
恩施,2018-09,26.0,19.0,35.0,16.0,39.0,36.0,2018-09-25,43.0,2018-09-01
恩施,2018-08,33.0,23.0,37.0,20.0,41.0,35.0,2018-08-01,47.0,2018-08-03
恩施,2018-07,32.0,24.0,37.0,21.0,36.0,21.0,2018-07-06,52.0,2018-07-23
恩施,2018-06,30.0,21.0,35.0,16.0,44.0,21.0,2018-06-27,67.0,2018-06-17
恩施,2018-05,25.0,18.0,35.0,15.0,51.0,22.0,2018-05-22,81.0,2018-05-29
恩施,2018-04,24.0,13.0,32.0,7.0,53.0,21.0,2018-04-05,86.0,2018-04-12
恩施,2018-03,18.0,9.0,28.0,4.0,55.0,20.0,2018-03-05,90.0,2018-03-13
恩施,2018-02,10.0,3.0,19.0,-1.0,89.0,34.0,2018-02-22,144.0,2018-02-16
恩施,2018-01,7.0,1.0,13.0,-4.0,104.0,25.0,2018-01-03,184.0,2018-01-16
恩施,2017-12,11.0,4.0,16.0,2.0,127.0,59.0,2017-12-01,195.0,2017-12-29
恩施,2017-11,16.0,9.0,25.0,5.0,81.0,0.0,2017-11-01,162.0,2017-11-28
恩施,2017-10,19.0,12.0,29.0,0.0,0.0,0.0,2017-10-01,0.0,2017-10-01
恩施,2017-09,26.0,20.0,31.0,17.0,0.0,0.0,2017-09-01,0.0,2017-09-01
恩施,2017-08,32.0,23.0,36.0,22.0,0.0,0.0,2017-08-01,0.0,2017-08-01
恩施,2017-07,33.0,23.0,38.0,20.0,0.0,0.0,2017-07-01,0.0,2017-07-01
恩施,2017-06,27.0,19.0,33.0,13.0,0.0,0.0,2017-06-01,0.0,2017-06-01
恩施,2017-05,25.0,16.0,33.0,13.0,0.0,0.0,2017-05-01,0.0,2017-05-01
恩施,2017-04,22.0,12.0,29.0,10.0,0.0,0.0,2017-04-01,0.0,2017-04-01
恩施,2017-03,15.0,7.0,22.0,4.0,0.0,0.0,2017-03-01,0.0,2017-03-01
恩施,2017-02,11.0,4.0,17.0,2.0,0.0,0.0,2017-02-01,0.0,2017-02-01
恩施,2017-01,9.0,4.0,13.0,0.0,0.0,0.0,2017-01-01,0.0,2017-01-01
恩施,2016-12,11.0,5.0,17.0,2.0,0.0,0.0,2016-12-01,0.0,2016-12-01
恩施,2016-11,15.0,9.0,22.0,2.0,0.0,0.0,2016-11-01,0.0,2016-11-01
恩施,2016-10,21.0,15.0,34.0,8.0,0.0,0.0,2016-10-01,0.0,2016-10-01
恩施,2016-09,27.0,18.0,34.0,15.0,0.0,0.0,2016-09-01,0.0,2016-09-01
恩施,2016-08,32.0,23.0,38.0,18.0,0.0,0.0,2016-08-01,0.0,2016-08-01
恩施,2016-07,32.0,23.0,38.0,20.0,0.0,0.0,2016-07-01,0.0,2016-07-01
恩施,2016-06,28.0,20.0,35.0,15.0,0.0,0.0,2016-06-01,0.0,2016-06-01
恩施,2016-05,25.0,17.0,33.0,12.0,0.0,0.0,2016-05-01,0.0,2016-05-01
恩施,2016-04,22.0,14.0,28.0,12.0,0.0,0.0,2016-04-01,0.0,2016-04-01
恩施,2016-03,16.0,9.0,24.0,4.0,0.0,0.0,2016-03-01,0.0,2016-03-01
恩施,2016-02,12.0,4.0,21.0,0.0,0.0,0.0,2016-02-01,0.0,2016-02-01
恩施,2016-01,8.0,4.0,15.0,-2.0,0.0,0.0,2016-01-01,0.0,2016-01-01
恩施,2015-12,10.0,5.0,16.0,2.0,0.0,0.0,2015-12-01,0.0,2015-12-01
恩施,2015-11,15.0,11.0,20.0,6.0,0.0,0.0,2015-11-01,0.0,2015-11-01
恩施,2015-10,23.0,14.0,28.0,11.0,0.0,0.0,2015-10-01,0.0,2015-10-01
恩施,2015-09,26.0,18.0,32.0,17.0,0.0,0.0,2015-09-01,0.0,2015-09-01
恩施,2015-08,31.0,21.0,35.0,19.0,0.0,0.0,2015-08-01,0.0,2015-08-01
恩施,2015-07,31.0,21.0,36.0,18.0,0.0,0.0,2015-07-01,0.0,2015-07-01
恩施,2015-06,28.0,20.0,34.0,17.0,0.0,0.0,2015-06-01,0.0,2015-06-01
恩施,2015-05,26.0,17.0,34.0,14.0,0.0,0.0,2015-05-01,0.0,2015-05-01
恩施,2015-04,22.0,13.0,32.0,7.0,0.0,0.0,2015-04-01,0.0,2015-04-01
恩施,2015-03,16.0,9.0,25.0,4.0,0.0,0.0,2015-03-01,0.0,2015-03-01
恩施,2015-02,11.0,5.0,18.0,1.0,0.0,0.0,2015-02-01,0.0,2015-02-01
恩施,2015-01,10.0,4.0,15.0,1.0,0.0,0.0,2015-01-01,0.0,2015-01-01
恩施,2014-12,10.0,3.0,13.0,1.0,0.0,0.0,2014-12-01,0.0,2014-12-01
恩施,2014-11,15.0,9.0,18.0,7.0,0.0,0.0,2014-11-01,0.0,2014-11-01
恩施,2014-10,23.0,14.0,28.0,12.0,0.0,0.0,2014-10-01,0.0,2014-10-01
恩施,2014-09,27.0,19.0,32.0,16.0,0.0,0.0,2014-09-01,0.0,2014-09-01
恩施,2014-08,29.0,21.0,37.0,18.0,0.0,0.0,2014-08-01,0.0,2014-08-01
恩施,2014-07,32.0,22.0,37.0,20.0,0.0,0.0,2014-07-01,0.0,2014-07-01
恩施,2014-06,27.0,20.0,34.0,18.0,0.0,0.0,2014-06-01,0.0,2014-06-01
恩施,2014-05,24.0,16.0,30.0,12.0,0.0,0.0,2014-05-01,0.0,2014-05-01
恩施,2014-04,21.0,13.0,28.0,11.0,0.0,0.0,2014-04-01,0.0,2014-04-01
恩施,2014-03,16.0,8.0,25.0,6.0,0.0,0.0,2014-03-01,0.0,2014-03-01
恩施,2014-02,8.0,3.0,20.0,0.0,0.0,0.0,2014-02-01,0.0,2014-02-01
恩施,2014-01,10.0,3.0,16.0,0.0,0.0,0.0,2014-01-01,0.0,2014-01-01
恩施,2013-12,10.0,3.0,17.0,1.0,0.0,0.0,2013-12-01,0.0,2013-12-01
恩施,2013-11,16.0,9.0,20.0,3.0,0.0,0.0,2013-11-01,0.0,2013-11-01
恩施,2013-10,23.0,13.0,31.0,10.0,0.0,0.0,2013-10-01,0.0,2013-10-01
恩施,2013-09,26.0,18.0,33.0,13.0,0.0,0.0,2013-09-01,0.0,2013-09-01
恩施,2013-08,33.0,23.0,36.0,22.0,0.0,0.0,2013-08-01,0.0,2013-08-01
恩施,2013-07,33.0,24.0,37.0,24.0,0.0,0.0,2013-07-01,0.0,2013-07-01
恩施,2013-06,31.0,21.0,36.0,15.0,0.0,0.0,2013-06-01,0.0,2013-06-01
恩施,2013-05,26.0,17.0,35.0,13.0,0.0,0.0,2013-05-01,0.0,2013-05-01
