city,month,avg_high_tem,avg_low_tem,extreme_high_tem,extreme_low_tem,avg_air_quality,best_air,best_air_date,worst_air,worst_air_date
安康,2011-02,11.0,2.0,20.0,-2.0,0.0,0.0,2011-02-01,0.0,2011-02-01
安康,2011-01,5.0,-1.0,8.0,-4.0,0.0,0.0,2011-01-01,0.0,2011-01-01
阿克苏,2022-04,23.0,9.0,30.0,4.0,264.0,29.0,2022-04-01,500.0,2022-04-11
阿克苏,2022-03,15.0,2.0,21.0,-4.0,274.0,49.0,2022-03-27,500.0,2022-03-18
阿克苏,2022-02,4.0,-4.0,11.0,-9.0,262.0,34.0,2022-02-06,491.0,2022-02-21
阿克苏,2022-01,2.0,-10.0,5.0,-14.0,116.0,33.0,2022-01-01,199.0,2022-01-04
阿克苏,2021-12,2.0,-7.0,12.0,-14.0,108.0,55.0,2021-12-09,162.0,2021-12-21
阿克苏,2021-11,6.0,-3.0,16.0,-6.0,232.0,36.0,2021-11-02,429.0,2021-11-13
阿克苏,2021-10,16.0,4.0,27.0,0.0,189.0,27.0,2021-10-20,352.0,2021-10-02
阿克苏,2021-09,27.0,13.0,32.0,9.0,118.0,7.0,2021-09-25,230.0,2021-09-23
阿克苏,2021-08,28.0,18.0,34.0,14.0,39.0,8.0,2021-08-01,70.0,2021-08-04
阿克苏,2021-07,31.0,20.0,39.0,16.0,36.0,7.0,2021-07-14,66.0,2021-07-30
阿克苏,2021-06,28.0,17.0,33.0,14.0,74.0,8.0,2021-06-12,140.0,2021-06-24
阿克苏,2021-05,25.0,14.0,34.0,10.0,113.0,8.0,2021-05-25,218.0,2021-05-05
阿克苏,2021-04,17.0,9.0,30.0,3.0,258.0,16.0,2021-04-01,500.0,2021-04-12
阿克苏,2021-03,13.0,4.0,20.0,-2.0,265.0,31.0,2021-03-31,500.0,2021-03-01
阿克苏,2021-02,8.0,-2.0,13.0,-6.0,244.0,8.0,2021-02-28,481.0,2021-02-27
阿克苏,2021-01,0.0,-11.0,3.0,-19.0,96.0,8.0,2021-01-24,185.0,2021-01-20
阿克苏,2020-12,0.0,-7.0,7.0,-13.0,105.0,8.0,2020-12-09,202.0,2020-12-05
阿克苏,2020-11,7.0,-2.0,15.0,-8.0,184.0,69.0,2020-11-24,300.0,2020-11-09
阿克苏,2020-10,17.0,6.0,20.0,2.0,249.0,8.0,2020-10-18,491.0,2020-10-11
阿克苏,2020-09,24.0,15.0,32.0,10.0,213.0,20.0,2020-09-29,407.0,2020-09-28
阿克苏,2020-08,31.0,20.0,36.0,16.0,54.0,8.0,2020-08-05,100.0,2020-08-26
阿克苏,2020-07,30.0,18.0,35.0,16.0,94.0,31.0,2020-07-09,157.0,2020-07-10
阿克苏,2020-06,30.0,18.0,35.0,14.0,254.0,8.0,2020-06-16,500.0,2020-06-04
阿克苏,2020-05,27.0,16.0,33.0,12.0,250.0,1.0,2020-05-13,500.0,2020-05-07
阿克苏,2020-04,22.0,11.0,31.0,5.0,250.0,1.0,2020-04-01,500.0,2020-04-10
阿克苏,2020-03,15.0,2.0,21.0,-2.0,289.0,79.0,2020-03-24,500.0,2020-03-09
阿克苏,2020-02,7.0,-5.0,14.0,-12.0,276.0,52.0,2020-02-09,500.0,2020-02-29
阿克苏,2020-01,0.0,-8.0,3.0,-13.0,107.0,46.0,2020-01-19,169.0,2020-01-02
阿克苏,2019-12,2.0,-7.0,5.0,-12.0,91.0,1.0,2019-12-26,181.0,2019-12-28
阿克苏,2019-11,10.0,0.0,19.0,-6.0,250.0,1.0,2019-11-15,500.0,2019-11-17
阿克苏,2019-10,18.0,7.0,25.0,0.0,250.0,1.0,2019-10-30,500.0,2019-10-19
阿克苏,2019-09,25.0,13.0,31.0,10.0,99.0,1.0,2019-09-08,197.0,2019-09-12
阿克苏,2019-08,30.0,19.0,35.0,13.0,264.0,29.0,2019-08-27,500.0,2019-08-15
阿克苏,2019-07,32.0,20.0,36.0,17.0,216.0,1.0,2019-07-05,432.0,2019-07-27
阿克苏,2019-06,28.0,16.0,34.0,12.0,55.0,27.0,2019-06-23,83.0,2019-06-25
阿克苏,2019-05,25.0,12.0,33.0,7.0,200.0,1.0,2019-05-19,400.0,2019-05-18
阿克苏,2019-04,25.0,12.0,31.0,9.0,200.0,0.0,2019-04-20,400.0,2019-04-24
阿克苏,2019-03,15.0,2.0,22.0,-3.0,200.0,1.0,2019-03-24,400.0,2019-03-20
阿克苏,2019-02,4.0,-6.0,8.0,-13.0,242.0,84.0,2019-02-16,400.0,2019-02-02
阿克苏,2019-01,-1.0,-12.0,2.0,-16.0,203.0,71.0,2019-01-22,335.0,2019-01-30
阿克苏,2018-12,-1.0,-11.0,5.0,-15.0,204.0,97.0,2018-12-07,311.0,2018-12-02
阿克苏,2018-11,7.0,-1.0,18.0,-6.0,230.0,47.0,2018-11-05,414.0,2018-11-28
阿克苏,2018-10,19.0,5.0,26.0,1.0,95.0,10.0,2018-10-18,180.0,2018-10-25
阿克苏,2018-09,25.0,13.0,31.0,8.0,12.0,11.0,2018-09-01,14.0,2018-09-25
阿克苏,2018-08,30.0,19.0,36.0,14.0,13.0,11.0,2018-08-27,15.0,2018-08-01
阿克苏,2018-07,31.0,19.0,37.0,15.0,35.0,14.0,2018-07-27,57.0,2018-07-22
阿克苏,2018-06,29.0,17.0,35.0,14.0,151.0,24.0,2018-06-12,279.0,2018-06-02
阿克苏,2018-05,26.0,13.0,34.0,8.0,147.0,0.0,2018-05-30,294.0,2018-05-09
阿克苏,2018-04,22.0,11.0,30.0,7.0,260.0,39.0,2018-04-28,481.0,2018-04-02
阿克苏,2018-03,17.0,4.0,23.0,0.0,209.0,54.0,2018-03-16,364.0,2018-03-10
阿克苏,2018-02,3.0,-7.0,15.0,-15.0,76.0,50.0,2018-02-20,102.0,2018-02-14
阿克苏,2018-01,-1.0,-12.0,4.0,-16.0,138.0,47.0,2018-01-25,229.0,2018-01-01
阿克苏,2017-12,1.0,-8.0,5.0,-13.0,144.0,50.0,2017-12-05,238.0,2017-12-26
阿克苏,2017-11,11.0,-1.0,19.0,-7.0,177.0,0.0,2017-11-01,354.0,2017-11-28
阿克苏,2017-10,17.0,4.0,23.0,0.0,0.0,0.0,2017-10-01,0.0,2017-10-01
阿克苏,2017-09,27.0,13.0,30.0,8.0,0.0,0.0,2017-09-01,0.0,2017-09-01
阿克苏,2017-08,29.0,16.0,35.0,12.0,0.0,0.0,2017-08-01,0.0,2017-08-01
阿克苏,2017-07,32.0,19.0,39.0,16.0,0.0,0.0,2017-07-01,0.0,2017-07-01
阿克苏,2017-06,30.0,17.0,37.0,10.0,0.0,0.0,2017-06-01,0.0,2017-06-01
阿克苏,2017-05,28.0,14.0,33.0,4.0,0.0,0.0,2017-05-01,0.0,2017-05-01
阿克苏,2017-04,21.0,9.0,27.0,5.0,0.0,0.0,2017-04-01,0.0,2017-04-01
阿克苏,2017-03,14.0,2.0,21.0,-3.0,0.0,0.0,2017-03-01,0.0,2017-03-01
阿克苏,2017-02,5.0,-4.0,11.0,-9.0,0.0,0.0,2017-02-01,0.0,2017-02-01
阿克苏,2017-01,0.0,-12.0,4.0,-17.0,0.0,0.0,2017-01-01,0.0,2017-01-01
阿克苏,2016-12,2.0,-7.0,7.0,-12.0,0.0,0.0,2016-12-01,0.0,2016-12-01
阿克苏,2016-11,8.0,-3.0,15.0,-9.0,0.0,0.0,2016-11-01,0.0,2016-11-01
阿克苏,2016-10,18.0,4.0,25.0,-2.0,0.0,0.0,2016-10-01,0.0,2016-10-01
阿克苏,2016-09,27.0,13.0,31.0,10.0,0.0,0.0,2016-09-01,0.0,2016-09-01
阿克苏,2016-08,28.0,16.0,34.0,13.0,0.0,0.0,2016-08-01,0.0,2016-08-01
阿克苏,2016-07,31.0,18.0,37.0,15.0,0.0,0.0,2016-07-01,0.0,2016-07-01
阿克苏,2016-06,32.0,18.0,36.0,11.0,0.0,0.0,2016-06-01,0.0,2016-06-01
阿克苏,2016-05,25.0,14.0,31.0,9.0,0.0,0.0,2016-05-01,0.0,2016-05-01
阿克苏,2016-04,24.0,11.0,29.0,8.0,0.0,0.0,2016-04-01,0.0,2016-04-01
阿克苏,2016-03,16.0,3.0,25.0,-1.0,0.0,0.0,2016-03-01,0.0,2016-03-01
阿克苏,2016-02,4.0,-6.0,15.0,-11.0,0.0,0.0,2016-02-01,0.0,2016-02-01
阿克苏,2016-01,-1.0,-11.0,2.0,-18.0,0.0,0.0,2016-01-01,0.0,2016-01-01
阿克苏,2015-12,1.0,-8.0,9.0,-15.0,0.0,0.0,2015-12-01,0.0,2015-12-01
阿克苏,2015-11,10.0,0.0,16.0,-5.0,0.0,0.0,2015-11-01,0.0,2015-11-01
阿克苏,2015-10,19.0,6.0,24.0,0.0,0.0,0.0,2015-10-01,0.0,2015-10-01
阿克苏,2015-09,23.0,11.0,27.0,6.0,0.0,0.0,2015-09-01,0.0,2015-09-01
阿克苏,2015-08,30.0,17.0,35.0,14.0,0.0,0.0,2015-08-01,0.0,2015-08-01
阿克苏,2015-07,34.0,20.0,39.0,16.0,0.0,0.0,2015-07-01,0.0,2015-07-01
阿克苏,2015-06,29.0,15.0,34.0,10.0,0.0,0.0,2015-06-01,0.0,2015-06-01
阿克苏,2015-05,28.0,14.0,33.0,12.0,0.0,0.0,2015-05-01,0.0,2015-05-01
阿克苏,2015-04,22.0,9.0,32.0,4.0,0.0,0.0,2015-04-01,0.0,2015-04-01
阿克苏,2015-03,14.0,1.0,23.0,-2.0,0.0,0.0,2015-03-01,0.0,2015-03-01
阿克苏,2015-02,5.0,-5.0,10.0,-12.0,0.0,0.0,2015-02-01,0.0,2015-02-01
阿克苏,2015-01,0.0,-10.0,3.0,-12.0,0.0,0.0,2015-01-01,0.0,2015-01-01
阿克苏,2014-12,-1.0,-11.0,2.0,-16.0,0.0,0.0,2014-12-01,0.0,2014-12-01
阿克苏,2014-11,8.0,-1.0,13.0,-5.0,0.0,0.0,2014-11-01,0.0,2014-11-01
阿克苏,2014-10,20.0,6.0,28.0,1.0,0.0,0.0,2014-10-01,0.0,2014-10-01
阿克苏,2014-09,26.0,13.0,31.0,11.0,0.0,0.0,2014-09-01,0.0,2014-09-01
阿克苏,2014-08,30.0,17.0,34.0,15.0,0.0,0.0,2014-08-01,0.0,2014-08-01
阿克苏,2014-07,32.0,18.0,37.0,16.0,0.0,0.0,2014-07-01,0.0,2014-07-01
阿克苏,2014-06,28.0,16.0,34.0,12.0,0.0,0.0,2014-06-01,0.0,2014-06-01
阿克苏,2014-05,27.0,12.0,34.0,9.0,0.0,0.0,2014-05-01,0.0,2014-05-01
阿克苏,2014-04,21.0,8.0,24.0,6.0,0.0,0.0,2014-04-01,0.0,2014-04-01
阿克苏,2014-03,14.0,1.0,20.0,-5.0,0.0,0.0,2014-03-01,0.0,2014-03-01
阿克苏,2014-02,3.0,-6.0,11.0,-11.0,0.0,0.0,2014-02-01,0.0,2014-02-01
阿克苏,2014-01,0.0,-11.0,6.0,-15.0,0.0,0.0,2014-01-01,0.0,2014-01-01
阿克苏,2013-12,1.0,-8.0,6.0,-13.0,0.0,0.0,2013-12-01,0.0,2013-12-01
阿克苏,2013-11,8.0,-3.0,16.0,-8.0,0.0,0.0,2013-11-01,0.0,2013-11-01
阿克苏,2013-10,22.0,7.0,28.0,0.0,0.0,0.0,2013-10-01,0.0,2013-10-01
阿克苏,2013-09,27.0,13.0,32.0,8.0,0.0,0.0,2013-09-01,0.0,2013-09-01
阿克苏,2013-08,31.0,18.0,37.0,16.0,0.0,0.0,2013-08-01,0.0,2013-08-01
阿克苏,2013-07,31.0,17.0,38.0,15.0,0.0,0.0,2013-07-01,0.0,2013-07-01
阿克苏,2013-06,29.0,16.0,35.0,12.0,0.0,0.0,2013-06-01,0.0,2013-06-01
阿克苏,2013-05,26.0,13.0,31.0,10.0,0.0,0.0,2013-05-01,0.0,2013-05-01
阿克苏,2013-04,23.0,9.0,30.0,6.0,0.0,0.0,2013-04-01,0.0,2013-04-01
阿克苏,2013-03,18.0,3.0,26.0,-2.0,0.0,0.0,2013-03-01,0.0,2013-03-01
阿克苏,2013-02,6.0,-6.0,11.0,-11.0,0.0,0.0,2013-02-01,0.0,2013-02-01
阿克苏,2013-01,-1.0,-13.0,7.0,-18.0,0.0,0.0,2013-01-01,0.0,2013-01-01
阿克苏,2012-12,0.0,-10.0,5.0,-16.0,0.0,0.0,2012-12-01,0.0,2012-12-01
阿克苏,2012-11,7.0,-4.0,17.0,-9.0,0.0,0.0,2012-11-01,0.0,2012-11-01
阿克苏,2012-10,19.0,3.0,25.0,-1.0,0.0,0.0,2012-10-01,0.0,2012-10-01
阿克苏,2012-09,26.0,13.0,32.0,8.0,0.0,0.0,2012-09-01,0.0,2012-09-01
阿克苏,2012-08,31.0,18.0,35.0,16.0,0.0,0.0,2012-08-01,0.0,2012-08-01
阿克苏,2012-07,31.0,18.0,35.0,16.0,0.0,0.0,2012-07-01,0.0,2012-07-01
阿克苏,2012-06,30.0,16.0,34.0,13.0,0.0,0.0,2012-06-01,0.0,2012-06-01
阿克苏,2012-05,27.0,13.0,32.0,10.0,0.0,0.0,2012-05-01,0.0,2012-05-01
阿克苏,2012-04,22.0,9.0,30.0,6.0,0.0,0.0,2012-04-01,0.0,2012-04-01
阿克苏,2012-03,12.0,1.0,24.0,-4.0,0.0,0.0,2012-03-01,0.0,2012-03-01
阿克苏,2012-02,2.0,-7.0,9.0,-16.0,0.0,0.0,2012-02-01,0.0,2012-02-01
阿克苏,2012-01,-3.0,-16.0,8.0,-21.0,0.0,0.0,2012-01-01,0.0,2012-01-01
阿克苏,2011-12,0.0,-9.0,7.0,-15.0,0.0,0.0,2011-12-01,0.0,2011-12-01
阿克苏,2011-11,9.0,-1.0,13.0,-4.0,0.0,0.0,2011-11-01,0.0,2011-11-01
阿克苏,2011-10,19.0,5.0,25.0,-2.0,0.0,0.0,2011-10-01,0.0,2011-10-01
阿克苏,2011-09,26.0,13.0,32.0,10.0,0.0,0.0,2011-09-01,0.0,2011-09-01
阿克苏,2011-08,31.0,18.0,38.0,12.0,0.0,0.0,2011-08-01,0.0,2011-08-01
阿克苏,2011-07,31.0,18.0,36.0,17.0,0.0,0.0,2011-07-01,0.0,2011-07-01
阿克苏,2011-06,31.0,17.0,35.0,14.0,0.0,0.0,2011-06-01,0.0,2011-06-01
阿克苏,2011-05,27.0,13.0,32.0,8.0,0.0,0.0,2011-05-01,0.0,2011-05-01
阿克苏,2011-04,23.0,9.0,34.0,-1.0,0.0,0.0,2011-04-01,0.0,2011-04-01
阿克苏,2011-03,9.0,0.0,20.0,-4.0,0.0,0.0,2011-03-01,0.0,2011-03-01
阿克苏,2011-02,6.0,-4.0,11.0,-14.0,0.0,0.0,2011-02-01,0.0,2011-02-01
阿克苏,2011-01,-4.0,-16.0,-1.0,-19.0,0.0,0.0,2011-01-01,0.0,2011-01-01
阿勒泰,2022-04,14.0,0.0,24.0,-27.0,132.0,0.0,2022-04-15,265.0,2022-04-19
阿勒泰,2022-03,2.0,-6.0,18.0,-19.0,67.0,0.0,2022-03-04,135.0,2022-03-13
阿勒泰,2022-02,-4.0,-15.0,8.0,-22.0,32.0,0.0,2022-02-25,64.0,2022-02-24
阿勒泰,2022-01,-5.0,-16.0,2.0,-24.0,43.0,6.0,2022-01-03,80.0,2022-01-24
阿勒泰,2021-12,-5.0,-15.0,2.0,-24.0,52.0,0.0,2021-12-30,105.0,2021-12-17
阿勒泰,2021-11,-1.0,-11.0,8.0,-29.0,26.0,0.0,2021-11-19,53.0,2021-11-20
阿勒泰,2021-10,10.0,0.0,27.0,-18.0,47.0,0.0,2021-10-16,94.0,2021-10-20
阿勒泰,2021-09,20.0,7.0,29.0,-4.0,47.0,0.0,2021-09-01,95.0,2021-09-29
阿勒泰,2021-08,25.0,14.0,31.0,8.0,24.0,0.0,2021-08-24,48.0,2021-08-22
阿勒泰,2021-07,28.0,16.0,35.0,13.0,21.0,5.0,2021-07-10,37.0,2021-07-22
阿勒泰,2021-06,23.0,12.0,38.0,4.0,48.0,0.0,2021-06-28,96.0,2021-06-06
阿勒泰,2021-05,22.0,9.0,31.0,2.0,41.0,7.0,2021-05-04,75.0,2021-05-01
阿勒泰,2021-04,13.0,2.0,30.0,-7.0,65.0,12.0,2021-04-30,119.0,2021-04-07
阿勒泰,2021-03,1.0,-6.0,20.0,-18.0,63.0,8.0,2021-03-20,119.0,2021-03-24
阿勒泰,2021-02,-2.0,-13.0,7.0,-26.0,40.0,12.0,2021-02-16,69.0,2021-02-15
阿勒泰,2021-01,-11.0,-21.0,0.0,-31.0,67.0,14.0,2021-01-30,121.0,2021-01-09
阿勒泰,2020-12,-9.0,-20.0,6.0,-33.0,97.0,14.0,2020-12-07,181.0,2020-12-16
阿勒泰,2020-11,0.0,-8.0,13.0,-24.0,30.0,0.0,2020-11-30,60.0,2020-11-29
阿勒泰,2020-10,8.0,0.0,18.0,-6.0,46.0,10.0,2020-10-01,83.0,2020-10-20
阿勒泰,2020-09,16.0,6.0,28.0,-4.0,49.0,10.0,2020-09-29,88.0,2020-09-20
阿勒泰,2020-08,25.0,13.0,29.0,9.0,28.0,11.0,2020-08-26,46.0,2020-08-23
阿勒泰,2020-07,26.0,15.0,35.0,6.0,31.0,8.0,2020-07-16,55.0,2020-07-03
阿勒泰,2020-06,24.0,12.0,32.0,7.0,53.0,10.0,2020-06-30,96.0,2020-06-07
阿勒泰,2020-05,23.0,11.0,31.0,0.0,94.0,24.0,2020-05-06,165.0,2020-05-27
阿勒泰,2020-04,20.0,6.0,32.0,-3.0,59.0,19.0,2020-04-07,100.0,2020-04-12
阿勒泰,2020-03,2.0,-8.0,10.0,-20.0,20.0,11.0,2020-03-02,30.0,2020-03-29
阿勒泰,2020-02,-2.0,-14.0,4.0,-25.0,28.0,13.0,2020-02-29,43.0,2020-02-24
阿勒泰,2020-01,-6.0,-16.0,-2.0,-24.0,46.0,14.0,2020-01-12,79.0,2020-01-24
阿勒泰,2019-12,-4.0,-14.0,1.0,-22.0,36.0,9.0,2019-12-16,64.0,2019-12-07
阿勒泰,2019-11,0.0,-9.0,17.0,-23.0,36.0,0.0,2019-11-15,73.0,2019-11-05
阿勒泰,2019-10,13.0,1.0,24.0,-7.0,50.0,14.0,2019-10-19,87.0,2019-10-10
阿勒泰,2019-09,21.0,9.0,29.0,0.0,74.0,12.0,2019-09-12,136.0,2019-09-24
阿勒泰,2019-08,28.0,15.0,34.0,9.0,34.0,16.0,2019-08-25,53.0,2019-08-31
阿勒泰,2019-07,28.0,15.0,33.0,12.0,53.0,16.0,2019-07-24,90.0,2019-07-27
阿勒泰,2019-06,26.0,13.0,33.0,10.0,76.0,22.0,2019-06-14,131.0,2019-06-16
阿勒泰,2019-05,19.0,7.0,28.0,-1.0,24.0,5.0,2019-05-01,44.0,2019-05-05
阿勒泰,2019-04,16.0,4.0,22.0,-2.0,23.0,1.0,2019-04-10,46.0,2019-04-07
阿勒泰,2019-03,4.0,-7.0,17.0,-14.0,32.0,11.0,2019-03-10,54.0,2019-03-07
阿勒泰,2019-02,-7.0,-19.0,-1.0,-29.0,25.0,4.0,2019-02-16,47.0,2019-02-02
阿勒泰,2019-01,-8.0,-19.0,-1.0,-31.0,27.0,0.0,2019-01-29,54.0,2019-01-03
阿勒泰,2018-12,-9.0,-20.0,-1.0,-29.0,36.0,4.0,2018-12-01,69.0,2018-12-26
阿勒泰,2018-11,-3.0,-12.0,5.0,-22.0,27.0,4.0,2018-11-09,50.0,2018-11-13
阿勒泰,2018-10,12.0,1.0,24.0,-7.0,16.0,3.0,2018-10-01,30.0,2018-10-22
阿勒泰,2018-09,19.0,6.0,28.0,1.0,2.0,2.0,2018-09-25,3.0,2018-09-01
阿勒泰,2018-08,25.0,12.0,30.0,8.0,9.0,0.0,2018-08-15,19.0,2018-08-19
阿勒泰,2018-07,26.0,14.0,32.0,4.0,10.0,0.0,2018-07-08,21.0,2018-07-13
阿勒泰,2018-06,29.0,14.0,33.0,5.0,29.0,10.0,2018-06-20,48.0,2018-06-21
阿勒泰,2018-05,18.0,6.0,28.0,0.0,16.0,8.0,2018-05-24,25.0,2018-05-01
阿勒泰,2018-04,14.0,2.0,25.0,-10.0,16.0,7.0,2018-04-03,25.0,2018-04-15
阿勒泰,2018-03,7.0,-3.0,21.0,-22.0,24.0,12.0,2018-03-05,37.0,2018-03-03
阿勒泰,2018-02,-6.0,-18.0,3.0,-24.0,24.0,13.0,2018-02-24,36.0,2018-02-07
阿勒泰,2018-01,-15.0,-26.0,-4.0,-35.0,35.0,10.0,2018-01-03,61.0,2018-01-25
阿勒泰,2017-12,-5.0,-15.0,3.0,-20.0,33.0,13.0,2017-12-08,53.0,2017-12-17
阿勒泰,2017-11,1.0,-7.0,17.0,-16.0,31.0,0.0,2017-11-01,63.0,2017-11-28
阿勒泰,2017-10,11.0,0.0,20.0,-5.0,0.0,0.0,2017-10-01,0.0,2017-10-01
阿勒泰,2017-09,19.0,6.0,30.0,-4.0,0.0,0.0,2017-09-01,0.0,2017-09-01
阿勒泰,2017-08,26.0,12.0,32.0,8.0,0.0,0.0,2017-08-01,0.0,2017-08-01
阿勒泰,2017-07,29.0,16.0,37.0,12.0,0.0,0.0,2017-07-01,0.0,2017-07-01
阿勒泰,2017-06,28.0,16.0,35.0,10.0,0.0,0.0,2017-06-01,0.0,2017-06-01
阿勒泰,2017-05,23.0,9.0,32.0,-3.0,0.0,0.0,2017-05-01,0.0,2017-05-01
阿勒泰,2017-04,15.0,3.0,23.0,-5.0,0.0,0.0,2017-04-01,0.0,2017-04-01
阿勒泰,2017-03,-1.0,-12.0,12.0,-18.0,0.0,0.0,2017-03-01,0.0,2017-03-01
阿勒泰,2017-02,-5.0,-16.0,1.0,-25.0,0.0,0.0,2017-02-01,0.0,2017-02-01
阿勒泰,2017-01,-9.0,-20.0,-2.0,-27.0,0.0,0.0,2017-01-01,0.0,2017-01-01
阿勒泰,2016-12,-4.0,-14.0,2.0,-22.0,0.0,0.0,2016-12-01,0.0,2016-12-01
阿勒泰,2016-11,-4.0,-14.0,12.0,-31.0,0.0,0.0,2016-11-01,0.0,2016-11-01
阿勒泰,2016-10,7.0,-1.0,18.0,-12.0,0.0,0.0,2016-10-01,0.0,2016-10-01
阿勒泰,2016-09,23.0,9.0,30.0,3.0,0.0,0.0,2016-09-01,0.0,2016-09-01
阿勒泰,2016-08,27.0,12.0,32.0,7.0,0.0,0.0,2016-08-01,0.0,2016-08-01
阿勒泰,2016-07,29.0,17.0,34.0,15.0,0.0,0.0,2016-07-01,0.0,2016-07-01
阿勒泰,2016-06,27.0,14.0,33.0,11.0,0.0,0.0,2016-06-01,0.0,2016-06-01
阿勒泰,2016-05,20.0,7.0,28.0,2.0,0.0,0.0,2016-05-01,0.0,2016-05-01
阿勒泰,2016-04,16.0,4.0,25.0,-1.0,0.0,0.0,2016-04-01,0.0,2016-04-01
阿勒泰,2016-03,4.0,-5.0,18.0,-18.0,0.0,0.0,2016-03-01,0.0,2016-03-01
阿勒泰,2016-02,-6.0,-17.0,1.0,-24.0,0.0,0.0,2016-02-01,0.0,2016-02-01
阿勒泰,2016-01,-7.0,-19.0,-2.0,-27.0,0.0,0.0,2016-01-01,0.0,2016-01-01
阿勒泰,2015-12,-3.0,-13.0,2.0,-24.0,0.0,0.0,2015-12-01,0.0,2015-12-01
阿勒泰,2015-11,2.0,-5.0,9.0,-15.0,0.0,0.0,2015-11-01,0.0,2015-11-01
阿勒泰,2015-10,12.0,2.0,25.0,-6.0,0.0,0.0,2015-10-01,0.0,2015-10-01
阿勒泰,2015-09,17.0,5.0,28.0,-3.0,0.0,0.0,2015-09-01,0.0,2015-09-01
阿勒泰,2015-08,28.0,13.0,37.0,8.0,0.0,0.0,2015-08-01,0.0,2015-08-01
阿勒泰,2015-07,30.0,16.0,37.0,7.0,0.0,0.0,2015-07-01,0.0,2015-07-01
阿勒泰,2015-06,27.0,14.0,35.0,5.0,0.0,0.0,2015-06-01,0.0,2015-06-01
阿勒泰,2015-05,23.0,8.0,28.0,5.0,0.0,0.0,2015-05-01,0.0,2015-05-01
阿勒泰,2015-04,15.0,3.0,30.0,-14.0,0.0,0.0,2015-04-01,0.0,2015-04-01
阿勒泰,2015-03,1.0,-9.0,17.0,-19.0,0.0,0.0,2015-03-01,0.0,2015-03-01
阿勒泰,2015-02,-4.0,-16.0,1.0,-27.0,0.0,0.0,2015-02-01,0.0,2015-02-01
阿勒泰,2015-01,-6.0,-17.0,2.0,-29.0,0.0,0.0,2015-01-01,0.0,2015-01-01
阿勒泰,2014-12,-6.0,-17.0,-1.0,-24.0,0.0,0.0,2014-12-01,0.0,2014-12-01
阿勒泰,2014-11,2.0,-7.0,14.0,-25.0,0.0,0.0,2014-11-01,0.0,2014-11-01
阿勒泰,2014-10,12.0,1.0,19.0,-7.0,0.0,0.0,2014-10-01,0.0,2014-10-01
阿勒泰,2014-09,20.0,7.0,32.0,0.0,0.0,0.0,2014-09-01,0.0,2014-09-01
阿勒泰,2014-08,28.0,13.0,34.0,7.0,0.0,0.0,2014-08-01,0.0,2014-08-01
阿勒泰,2014-07,29.0,15.0,35.0,9.0,0.0,0.0,2014-07-01,0.0,2014-07-01
阿勒泰,2014-06,27.0,13.0,33.0,4.0,0.0,0.0,2014-06-01,0.0,2014-06-01
阿勒泰,2014-05,21.0,8.0,29.0,1.0,0.0,0.0,2014-05-01,0.0,2014-05-01
阿勒泰,2014-04,15.0,3.0,22.0,-7.0,0.0,0.0,2014-04-01,0.0,2014-04-01
阿勒泰,2014-03,3.0,-8.0,16.0,-23.0,0.0,0.0,2014-03-01,0.0,2014-03-01
阿勒泰,2014-02,-12.0,-24.0,0.0,-32.0,0.0,0.0,2014-02-01,0.0,2014-02-01
阿勒泰,2014-01,-7.0,-18.0,0.0,-29.0,0.0,0.0,2014-01-01,0.0,2014-01-01
阿勒泰,2013-12,-3.0,-13.0,4.0,-22.0,0.0,0.0,2013-12-01,0.0,2013-12-01
阿勒泰,2013-11,4.0,-4.0,12.0,-11.0,0.0,0.0,2013-11-01,0.0,2013-11-01
阿勒泰,2013-10,14.0,3.0,23.0,-4.0,0.0,0.0,2013-10-01,0.0,2013-10-01
阿勒泰,2013-09,21.0,7.0,32.0,0.0,0.0,0.0,2013-09-01,0.0,2013-09-01
阿勒泰,2013-08,26.0,13.0,32.0,8.0,0.0,0.0,2013-08-01,0.0,2013-08-01
阿勒泰,2013-07,27.0,14.0,32.0,11.0,0.0,0.0,2013-07-01,0.0,2013-07-01
阿勒泰,2013-06,25.0,12.0,32.0,7.0,0.0,0.0,2013-06-01,0.0,2013-06-01
阿勒泰,2013-05,19.0,6.0,26.0,0.0,0.0,0.0,2013-05-01,0.0,2013-05-01
阿勒泰,2013-04,17.0,4.0,27.0,-7.0,0.0,0.0,2013-04-01,0.0,2013-04-01
阿勒泰,2013-03,7.0,-3.0,20.0,-18.0,0.0,0.0,2013-03-01,0.0,2013-03-01
阿勒泰,2013-02,-8.0,-20.0,-2.0,-33.0,0.0,0.0,2013-02-01,0.0,2013-02-01
阿勒泰,2013-01,-7.0,-18.0,-2.0,-27.0,0.0,0.0,2013-01-01,0.0,2013-01-01
阿勒泰,2012-12,-13.0,-24.0,-4.0,-39.0,0.0,0.0,2012-12-01,0.0,2012-12-01
阿勒泰,2012-11,-1.0,-9.0,11.0,-18.0,0.0,0.0,2012-11-01,0.0,2012-11-01
阿勒泰,2012-10,11.0,0.0,19.0,-8.0,0.0,0.0,2012-10-01,0.0,2012-10-01
阿勒泰,2012-09,22.0,9.0,29.0,2.0,0.0,0.0,2012-09-01,0.0,2012-09-01
阿勒泰,2012-08,26.0,13.0,32.0,7.0,0.0,0.0,2012-08-01,0.0,2012-08-01
